p00,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,p11,index
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:03:28.517000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:03:29.017000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:03:29.517000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:03:30.017000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:03:30.517000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:03:31.017000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:03:31.517000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:03:32.017000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:03:32.517000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:03:33.017000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:03:33.517000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:03:34.017000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:03:34.517000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:03:35.017000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:03:35.517000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:03:36.017000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:03:36.517000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:03:37.017000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:03:37.517000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:03:38.017000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:03:38.517000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:03:39.017000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:03:39.517000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:03:40.017000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:03:40.517000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:03:41.017000
0,0,0,0,4053,1585,297,217,136,0,0,0,2023-08-22T19:03:41.517000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:03:43.017000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:03:43.517000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:03:44.017000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:03:44.517000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:03:45.018000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:03:45.518000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:03:46.018000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:03:46.518000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:03:47.018000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:03:47.518000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:03:48.018000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:03:48.518000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:03:49.018000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:03:49.518000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:03:50.018000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:03:50.518000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:03:51.018000
0,106,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:03:51.518000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:03:52.518000
0,45,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:03:53.018000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:03:54.518000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:03:55.018000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:03:55.518000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:03:56.018000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:03:56.518000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:03:57.018000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:03:57.518000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:03:58.018000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:03:58.518000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:03:59.018000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:03:59.518000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:04:00.018000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:04:00.518000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:04:01.018000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:04:01.518000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:04:02.018000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:04:02.518000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:04:03.018000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:04:03.518000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:04:04.018000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:04:04.518000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:04:05.018000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:04:05.518000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:04:06.018000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:04:06.518000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:04:07.018000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:04:07.518000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:04:08.018000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:04:08.518000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:04:09.018000
0,752,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:04:09.518000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:04:10.018000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:04:10.518000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:04:11.018000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:04:11.518000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:04:12.018000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:04:12.518000
0,1849,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:04:13.018000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:04:23.518000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:04:24.018000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:04:24.518000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:04:25.018000
0,1149,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:04:25.518000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:04:47.518000
0,1057,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:04:48.018000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:04:49.018000
0,157,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:04:49.518000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:07:13.521000
0,432,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:07:14.021000
435,2155,0,0,4052,988,0,0,0,0,0,0,2023-08-22T19:10:18.489000
0,2559,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:13:24.492000
0,2579,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:13:24.992000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:15:37.495000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:15:37.995000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:15:38.495000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:15:38.995000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:15:39.495000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:15:39.995000
0,0,0,768,0,0,0,0,0,0,0,0,2023-08-22T19:15:40.495000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:02.495000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:02.995000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:03.495000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:03.995000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:04.495000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:04.995000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:05.495000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:05.995000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:06.495000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:06.995000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:07.495000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:07.995000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:08.495000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:08.995000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:09.495000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:09.995000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:10.495000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:10.995000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:11.495000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:11.995000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:12.495000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:12.995000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:13.495000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:13.995000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:14.495000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:14.995000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:15.495000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:15.995000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:16.495000
0,543,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:16.995000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:17.495000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:17.995000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:18.495000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:18.995000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:19.495000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:19.995000
0,656,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:20.495000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:20.995000
0,217,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:21.495000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:32.495000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:32.995000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:33.495000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:33.995000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:34.495000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:34.995000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:35.495000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:35.995000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:36.495000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:36.995000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:37.495000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:37.995000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:38.495000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:38.995000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:39.495000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:39.995000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:40.495000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:40.995000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:41.495000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:41.995000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:42.495000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:42.995000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:43.495000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:43.995000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:44.496000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:44.996000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:45.496000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:45.996000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:46.496000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:46.996000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:47.496000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:47.996000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:48.496000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:48.996000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:49.496000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:49.996000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:50.496000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:50.996000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:51.496000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:51.996000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:52.496000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:52.996000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:53.496000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:53.996000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:54.496000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:54.996000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:55.496000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:55.996000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:56.496000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:56.996000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:57.496000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:57.996000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:58.496000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:58.996000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:59.496000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:16:59.996000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:00.496000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:00.996000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:01.496000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:01.996000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:02.496000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:02.996000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:03.496000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:03.996000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:04.496000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:04.996000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:05.496000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:05.996000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:06.496000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:06.996000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:07.496000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:07.996000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:08.496000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:08.996000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:09.496000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:09.996000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:10.496000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:10.996000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:11.496000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:11.996000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:12.496000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:12.996000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:13.496000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:13.996000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:14.496000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:14.996000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:15.496000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:15.996000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:16.496000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:16.996000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:17.496000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:17.996000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:18.496000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:18.996000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:19.496000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:19.996000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:20.496000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:20.996000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:21.496000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:21.996000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:22.496000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:22.996000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:23.496000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:23.996000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:24.496000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:24.996000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:25.496000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:25.996000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:26.496000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:26.996000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:27.496000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:27.996000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:28.496000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:28.996000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:29.496000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:29.996000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:30.496000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:30.996000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:31.496000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:31.996000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:32.496000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:32.996000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:33.496000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:33.996000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:34.496000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:34.996000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:35.496000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:35.996000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:36.496000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:36.996000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:37.496000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:37.996000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:38.496000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:38.996000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:39.496000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:39.996000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:40.496000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:40.996000
0,2554,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:41.496000
0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:42.996000
0,1166,0,0,0,0,0,0,0,0,0,0,2023-08-22T19:17:43.496000
